,Austen_Persuasion,Doyle_TheHound,Austen_Pride,Doyle_TheLostWorld
e,1.0,0.0,0.0,8.0
each,43.0,12.0,64.0,70.0
eager,11.0,7.0,13.0,6.0
eagerly,7.0,5.0,14.0,9.0
eagerness,5.0,3.0,8.0,1.0
eagle,0.0,0.0,0.0,1.0
eagled,0.0,1.0,0.0,1.0
ear,2.0,1.0,1.0,4.0
earl,0.0,0.0,2.0,0.0
earlier,8.0,2.0,3.0,3.0
earliest,4.0,0.0,6.0,2.0
early,26.0,8.0,28.0,12.0
earn,1.0,1.0,0.0,0.0
earned,0.0,1.0,0.0,1.0
earnest,6.0,3.0,15.0,3.0
earnestly,5.0,2.0,11.0,1.0
earnestness,1.0,3.0,2.0,1.0
ears,1.0,8.0,0.0,8.0
earshot,0.0,0.0,0.0,1.0
earth,1.0,12.0,1.0,21.0
earthly,0.0,0.0,1.0,0.0
earthquake,0.0,0.0,0.0,1.0
ease,8.0,1.0,17.0,4.0
eased,0.0,0.0,0.0,1.0
easier,0.0,1.0,0.0,2.0
easiest,0.0,0.0,0.0,1.0
easily,6.0,8.0,27.0,7.0
easiness,0.0,0.0,3.0,0.0
east,3.0,1.0,0.0,10.0
eastbourne,0.0,0.0,1.0,0.0
easter,0.0,0.0,3.0,0.0
easterly,1.0,0.0,0.0,0.0
easy,14.0,6.0,24.0,5.0
eat,4.0,1.0,5.0,1.0
eaten,0.0,1.0,0.0,1.0
eater,0.0,0.0,0.0,5.0
eatin,0.0,0.0,0.0,2.0
eating,0.0,0.0,2.0,2.0
eaves,0.0,2.0,0.0,0.0
ebony,0.0,1.0,0.0,1.0
ecarte,0.0,1.0,0.0,0.0
eccentric,0.0,1.0,1.0,1.0
ecclesiastic,0.0,0.0,0.0,3.0
echo,0.0,0.0,1.0,0.0
echoed,0.0,1.0,0.0,1.0
eclat,1.0,0.0,1.0,0.0
eclipsed,0.0,0.0,1.0,0.0
economical,0.0,0.0,0.0,1.0
economically,0.0,0.0,1.0,0.0
economy,3.0,0.0,5.0,0.0
ecstasy,2.0,0.0,2.0,3.0
edge,0.0,6.0,2.0,42.0
edged,0.0,0.0,2.0,2.0
edges,0.0,0.0,0.0,2.0
edify,1.0,0.0,0.0,0.0
edinburgh,0.0,0.0,0.0,4.0
edison,0.0,1.0,0.0,0.0
edited,0.0,0.0,0.0,1.0
editor,0.0,0.0,0.0,5.0
editorial,0.0,0.0,0.0,2.0
edly,0.0,1.0,0.0,0.0
educ,0.0,0.0,0.0,1.0
educated,2.0,4.0,3.0,2.0
education,6.0,1.0,11.0,2.0
educational,0.0,0.0,0.0,1.0
edward,5.0,0.0,1.0,5.0
efface,0.0,1.0,0.0,1.0
effacement,0.0,0.0,0.0,1.0
effect,11.0,6.0,19.0,11.0
effected,0.0,0.0,0.0,2.0
effective,0.0,3.0,0.0,0.0
effects,6.0,0.0,3.0,5.0
effectual,0.0,0.0,1.0,0.0
effectually,0.0,0.0,3.0,0.0
effervescence,0.0,0.0,0.0,1.0
effervescing,0.0,0.0,0.0,1.0
efficacy,2.0,0.0,1.0,0.0
effigy,0.0,3.0,0.0,0.0
effort,1.0,5.0,5.0,8.0
efforts,2.0,1.0,2.0,1.0
effusion,0.0,0.0,2.0,0.0
effusions,0.0,0.0,2.0,0.0
egg,0.0,0.0,0.0,2.0
eggs,0.0,0.0,0.0,2.0
egypt,0.0,0.0,0.0,1.0
eh,0.0,2.0,0.0,2.0
eight,12.0,2.0,9.0,7.0
eighteen,0.0,0.0,0.0,3.0
eighteenth,0.0,2.0,0.0,0.0
eighth,0.0,0.0,0.0,1.0
eighty,1.0,0.0,0.0,2.0
either,36.0,18.0,59.0,12.0
ejaculations,1.0,0.0,0.0,0.0
ejector,0.0,0.0,0.0,1.0
elaborate,0.0,2.0,0.0,4.0
elaborated,0.0,0.0,0.0,2.0
elapse,0.0,0.0,0.0,1.0
elapsed,0.0,0.0,2.0,0.0
elastic,0.0,0.0,0.0,1.0
elasticity,1.0,0.0,0.0,1.0
elated,0.0,0.0,1.0,0.0
elbow,1.0,1.0,0.0,3.0
elbows,0.0,0.0,0.0,1.0
elder,1.0,2.0,12.0,0.0
elderly,0.0,5.0,1.0,1.0
eldest,12.0,0.0,20.0,0.0
ele,0.0,1.0,0.0,0.0
elected,0.0,0.0,0.0,1.0
election,0.0,1.0,0.0,0.0
electric,0.0,1.0,0.0,7.0
electrified,1.0,0.0,0.0,0.0
elegance,7.0,0.0,9.0,1.0
elegant,11.0,2.0,14.0,0.0
elementary,0.0,2.0,0.0,2.0
elements,0.0,0.0,0.0,2.0
elephant,0.0,0.0,0.0,6.0
elephants,0.0,0.0,0.0,3.0
elevate,1.0,0.0,1.0,0.0
elevated,2.0,0.0,2.0,2.0
elevating,0.0,0.0,1.0,0.0
elevation,0.0,0.0,1.0,0.0
eleven,1.0,1.0,1.0,2.0
elicit,0.0,0.0,0.0,2.0
elicited,0.0,1.0,0.0,0.0
eligibilities,1.0,0.0,0.0,0.0
eligibility,0.0,0.0,1.0,0.0
eligible,1.0,1.0,7.0,0.0
eliminate,0.0,1.0,0.0,0.0
eliza,0.0,1.0,22.0,0.0
elizabeth,89.0,1.0,635.0,0.0
elizabethan,0.0,1.0,0.0,0.0
elizabeths,1.0,0.0,0.0,0.0
elk,0.0,0.0,0.0,2.0
elks,0.0,0.0,0.0,1.0
elliot,289.0,0.0,0.0,0.0
elliots,6.0,0.0,0.0,0.0
elongated,0.0,0.0,0.0,1.0
elope,0.0,0.0,1.0,0.0
eloped,0.0,0.0,1.0,0.0
elopement,0.0,0.0,9.0,0.0
eloping,0.0,0.0,1.0,0.0
eloquence,0.0,0.0,1.0,0.0
eloquent,4.0,0.0,2.0,1.0
else,27.0,15.0,43.0,19.0
elsewhere,2.0,0.0,5.0,1.0
elucidate,0.0,1.0,0.0,0.0
elucidated,0.0,0.0,0.0,1.0
elude,1.0,0.0,0.0,0.0
eluded,0.0,0.0,1.0,0.0
elusive,0.0,0.0,0.0,1.0
em,0.0,0.0,0.0,9.0
emaciated,0.0,0.0,0.0,1.0
embankment,0.0,0.0,0.0,2.0
embargo,1.0,0.0,1.0,0.0
embarked,0.0,0.0,0.0,1.0
embarrass,1.0,0.0,0.0,0.0
embarrassed,4.0,1.0,7.0,1.0
embarrassing,0.0,0.0,0.0,2.0
embarrassment,2.0,0.0,10.0,1.0
embarrassments,2.0,0.0,0.0,0.0
embellishment,1.0,0.0,0.0,0.0
embellishments,1.0,0.0,0.0,0.0
emboldened,1.0,0.0,0.0,0.0
embraced,0.0,0.0,2.0,2.0
embracing,0.0,0.0,2.0,0.0
embrasure,0.0,0.0,0.0,1.0
emendation,1.0,0.0,0.0,0.0
emerge,0.0,0.0,0.0,1.0
emerged,0.0,2.0,0.0,8.0
emergence,0.0,0.0,1.0,1.0
emergencies,0.0,2.0,0.0,0.0
emergency,0.0,1.0,0.0,1.0
emerges,0.0,1.0,0.0,0.0
eminence,0.0,0.0,1.0,0.0
eminent,0.0,0.0,1.0,0.0
emma,1.0,0.0,0.0,0.0
emotion,8.0,6.0,5.0,2.0
emotional,0.0,1.0,0.0,0.0
emotions,3.0,1.0,1.0,3.0
emperor,0.0,0.0,0.0,1.0
emphasis,0.0,0.0,1.0,0.0
emphatic,0.0,0.0,1.0,1.0
emphatically,0.0,0.0,1.0,0.0
employ,4.0,3.0,2.0,0.0
employed,5.0,1.0,8.0,0.0
employers,0.0,0.0,0.0,1.0
employing,1.0,0.0,1.0,0.0
employment,4.0,1.0,6.0,0.0
employments,0.0,0.0,4.0,0.0
empowered,1.0,0.0,0.0,1.0
emptied,0.0,1.0,0.0,1.0
emptiness,0.0,0.0,1.0,0.0
empty,0.0,8.0,1.0,7.0
emptying,0.0,0.0,0.0,2.0
emulating,1.0,0.0,0.0,0.0
en,0.0,0.0,0.0,1.0
enable,0.0,2.0,1.0,1.0
enabled,3.0,2.0,2.0,3.0
enables,0.0,1.0,0.0,0.0
enabling,0.0,0.0,1.0,0.0
encamped,0.0,0.0,1.0,1.0
encampment,0.0,0.0,0.0,2.0
enced,0.0,1.0,0.0,0.0
enchanted,0.0,0.0,0.0,1.0
encircled,0.0,0.0,0.0,1.0
enclave,0.0,0.0,0.0,1.0
enclosed,1.0,0.0,0.0,2.0
enclosures,1.0,0.0,0.0,0.0
encounter,3.0,0.0,3.0,2.0
encountered,1.0,0.0,0.0,8.0
encountering,0.0,0.0,0.0,1.0
encourage,0.0,0.0,6.0,0.0
encouraged,4.0,2.0,8.0,0.0
encouragement,1.0,0.0,10.0,0.0
encouraging,4.0,2.0,4.0,1.0
encroaching,0.0,0.0,1.0,0.0
encumbrance,0.0,0.0,1.0,1.0
end,32.0,34.0,29.0,44.0
endangered,0.0,1.0,0.0,0.0
endangering,1.0,0.0,0.0,0.0
endeared,0.0,0.0,1.0,0.0
endeavor,0.0,0.0,0.0,1.0
endeavoring,0.0,0.0,0.0,1.0
endeavors,0.0,0.0,0.0,2.0
endeavour,3.0,2.0,21.0,0.0
endeavoured,3.0,1.0,10.0,0.0
endeavouring,1.0,1.0,5.0,0.0
endeavours,1.0,0.0,7.0,0.0
ended,10.0,6.0,4.0,11.0
ending,1.0,0.0,0.0,3.0
endless,1.0,0.0,2.0,0.0
endlessly,0.0,0.0,0.0,1.0
endorse,0.0,0.0,0.0,2.0
endorsed,0.0,0.0,0.0,1.0
endorsement,0.0,0.0,0.0,1.0
endowed,1.0,0.0,0.0,1.0
ends,1.0,2.0,0.0,4.0
endurable,1.0,0.0,1.0,0.0
endurance,0.0,0.0,0.0,1.0
endurances,1.0,0.0,0.0,0.0
endure,4.0,1.0,1.0,2.0
endured,1.0,0.0,4.0,1.0
enduring,0.0,0.0,1.0,0.0
enemies,0.0,0.0,1.0,8.0
enemy,1.0,5.0,1.0,3.0
energetic,0.0,1.0,1.0,0.0
energies,0.0,2.0,0.0,1.0
energy,1.0,3.0,5.0,7.0
enforce,1.0,0.0,0.0,0.0
enforced,1.0,0.0,1.0,0.0
engage,3.0,1.0,5.0,2.0
engaged,19.0,4.0,38.0,6.0
engagement,24.0,0.0,20.0,0.0
engagements,3.0,0.0,12.0,0.0
engaging,3.0,0.0,6.0,0.0
engine,0.0,0.0,0.0,2.0
engines,0.0,0.0,0.0,1.0
england,6.0,13.0,5.0,9.0
english,3.0,2.0,0.0,13.0
englishmen,0.0,0.0,0.0,1.0
engrafted,1.0,0.0,0.0,0.0
engraved,0.0,1.0,0.0,0.0
engross,0.0,0.0,1.0,0.0
engrossed,3.0,0.0,5.0,0.0
engrossing,0.0,0.0,1.0,0.0
enhance,0.0,0.0,1.0,0.0
enjoy,8.0,0.0,8.0,0.0
enjoyed,3.0,0.0,0.0,0.0
enjoying,1.0,0.0,4.0,0.0
enjoyment,13.0,0.0,13.0,0.0
enjoyments,2.0,0.0,1.0,0.0
enlarge,0.0,0.0,0.0,2.0
enlargement,1.0,0.0,0.0,0.0
enlarging,0.0,0.0,1.0,0.0
enlisted,0.0,0.0,0.0,1.0
enmore,0.0,0.0,0.0,6.0
ennight,0.0,0.0,1.0,0.0
ennoble,1.0,0.0,0.0,0.0
enormity,0.0,0.0,1.0,0.0
enormous,0.0,3.0,0.0,29.0
enormously,0.0,1.0,0.0,3.0
enough,71.0,21.0,106.0,25.0
enquired,4.0,0.0,0.0,0.0
enquirer,1.0,0.0,0.0,0.0
enquiries,9.0,0.0,0.0,0.0
enquiring,2.0,0.0,0.0,0.0
enquiry,5.0,0.0,0.0,0.0
enraged,0.0,0.0,1.0,2.0
enrolled,0.0,0.0,0.0,2.0
ensign,0.0,0.0,1.0,0.0
ensigncy,0.0,0.0,1.0,0.0
ensue,0.0,0.0,1.0,0.0
ensued,0.0,0.0,2.0,1.0
ensuing,0.0,0.0,1.0,0.0
ensure,1.0,0.0,2.0,3.0
ensured,1.0,0.0,0.0,0.0
entail,0.0,0.0,8.0,0.0
entailed,0.0,1.0,6.0,0.0
entailing,0.0,0.0,1.0,0.0
entangle,0.0,1.0,0.0,0.0
entangled,1.0,1.0,0.0,1.0
enter,6.0,1.0,12.0,1.0
entered,9.0,7.0,36.0,9.0
entering,7.0,0.0,9.0,0.0
enterprise,0.0,0.0,0.0,3.0
entertain,2.0,0.0,5.0,1.0
entertained,2.0,0.0,7.0,1.0
entertaining,2.0,0.0,0.0,0.0
entertainment,1.0,0.0,6.0,0.0
enthralled,0.0,0.0,0.0,2.0
enthusiasm,3.0,2.0,0.0,6.0
enthusiast,1.0,2.0,0.0,0.0
entire,2.0,0.0,0.0,1.0
entirely,17.0,15.0,25.0,18.0
entitle,1.0,0.0,0.0,0.0
entitled,3.0,2.0,4.0,0.0
entomological,0.0,0.0,0.0,1.0
entomology,0.0,2.0,0.0,0.0
entrails,0.0,0.0,0.0,1.0
entrance,5.0,1.0,13.0,6.0
entranced,0.0,0.0,0.0,2.0
entreat,0.0,0.0,5.0,0.0
entreated,4.0,0.0,2.0,0.0
entreaties,2.0,0.0,4.0,0.0
entreating,0.0,0.0,1.0,0.0
entreaty,3.0,0.0,8.0,0.0
entrusted,0.0,0.0,0.0,2.0
enumerating,0.0,0.0,5.0,0.0
enumeration,1.0,0.0,1.0,0.0
envelope,1.0,2.0,3.0,12.0
enviable,1.0,0.0,0.0,0.0
envied,1.0,0.0,2.0,2.0
environs,2.0,0.0,1.0,0.0
envy,2.0,0.0,3.0,0.0
envying,0.0,0.0,1.0,0.0
epidemic,0.0,1.0,0.0,0.0
episode,0.0,1.0,0.0,0.0
episodes,0.0,1.0,0.0,0.0
epithet,0.0,0.0,1.0,0.0
epochs,0.0,0.0,0.0,2.0
epsom,0.0,0.0,3.0,0.0
equal,22.0,0.0,30.0,0.0
equaled,0.0,0.0,0.0,1.0
equality,1.0,0.0,0.0,0.0
equalled,1.0,0.0,1.0,0.0
equalling,1.0,0.0,0.0,0.0
equally,9.0,3.0,20.0,3.0
equals,1.0,0.0,1.0,0.0
equestrian,0.0,1.0,0.0,0.0
equilibrium,0.0,0.0,0.0,1.0
equinox,0.0,0.0,0.0,1.0
equipage,1.0,0.0,1.0,0.0
equipment,0.0,0.0,0.0,3.0
equipped,1.0,1.0,0.0,1.0
equisetacea,0.0,0.0,0.0,1.0
equity,1.0,0.0,0.0,0.0
equivalent,1.0,0.0,1.0,0.0
equivocal,0.0,1.0,1.0,0.0
ere,3.0,1.0,2.0,0.0
erect,0.0,0.0,0.0,3.0
erosion,0.0,0.0,0.0,1.0
err,1.0,0.0,3.0,0.0
errand,0.0,4.0,1.0,1.0
erring,1.0,0.0,0.0,0.0
erroneous,0.0,2.0,0.0,0.0
error,1.0,0.0,6.0,0.0
errors,0.0,0.0,3.0,0.0
ers,0.0,1.0,0.0,0.0
escape,9.0,7.0,10.0,12.0
escaped,4.0,13.0,5.0,3.0
escaping,1.0,0.0,1.0,0.0
escarpment,0.0,0.0,0.0,1.0
escort,0.0,0.0,0.0,1.0
escorted,1.0,0.0,0.0,0.0
esmeralda,0.0,0.0,0.0,5.0
espe,0.0,1.0,0.0,0.0
especially,13.0,4.0,22.0,6.0
esq,5.0,0.0,1.0,0.0
esquimau,0.0,2.0,0.0,0.0
essay,0.0,1.0,0.0,0.0
essence,0.0,0.0,1.0,1.0
essential,6.0,4.0,2.0,0.0
essentials,1.0,0.0,2.0,0.0
establish,0.0,4.0,2.0,0.0
established,6.0,5.0,7.0,4.0
establishing,0.0,2.0,0.0,1.0
establishment,2.0,0.0,6.0,0.0
estate,6.0,9.0,20.0,0.0
estates,0.0,0.0,4.0,0.0
esteem,3.0,0.0,11.0,0.0
esteemed,2.0,1.0,7.0,0.0
estimable,1.0,0.0,2.0,0.0
estimate,4.0,0.0,0.0,0.0
estimated,0.0,0.0,1.0,1.0
estimation,1.0,0.0,5.0,0.0
estranged,1.0,0.0,0.0,0.0
estrangement,2.0,0.0,0.0,0.0
etc,0.0,0.0,13.0,2.0
eternal,1.0,0.0,0.0,2.0
etiquette,0.0,0.0,2.0,0.0
ety,0.0,2.0,0.0,0.0
eureka,0.0,0.0,0.0,1.0
europe,0.0,1.0,0.0,3.0
european,0.0,0.0,0.0,8.0
europeans,0.0,0.0,0.0,1.0
evade,1.0,0.0,1.0,0.0
evaporation,0.0,0.0,0.0,1.0
evasion,0.0,0.0,0.0,1.0
eve,0.0,0.0,0.0,1.0
even,71.0,29.0,82.0,69.0
evenin,0.0,0.0,0.0,1.0
evening,55.0,28.0,74.0,28.0
evenings,1.0,0.0,4.0,3.0
evenness,0.0,0.0,2.0,0.0
event,8.0,6.0,21.0,1.0
eventful,0.0,0.0,0.0,1.0
events,6.0,11.0,6.0,6.0
eventual,0.0,0.0,0.0,1.0
eventually,1.0,3.0,0.0,5.0
ever,78.0,43.0,130.0,54.0
every,102.0,36.0,198.0,70.0
everybody,18.0,1.0,38.0,0.0
everyone,0.0,2.0,6.0,4.0
everything,43.0,11.0,44.0,5.0
everywhere,3.0,2.0,2.0,4.0
evi,0.0,2.0,0.0,0.0
evidence,0.0,13.0,0.0,19.0
evident,10.0,12.0,18.0,11.0
evidently,10.0,13.0,5.0,4.0
evil,14.0,16.0,15.0,1.0
evils,5.0,0.0,8.0,0.0
evolution,0.0,0.0,0.0,5.0
evolved,0.0,0.0,0.0,1.0
ex,0.0,1.0,0.0,2.0
exact,4.0,4.0,3.0,7.0
exactly,15.0,27.0,30.0,18.0
exaggerate,0.0,1.0,1.0,0.0
exaggeration,1.0,0.0,1.0,1.0
exalt,1.0,0.0,0.0,0.0
exalted,0.0,3.0,0.0,1.0
examination,1.0,3.0,3.0,1.0
examine,1.0,7.0,2.0,4.0
examined,3.0,8.0,4.0,5.0
examining,0.0,2.0,4.0,3.0
example,2.0,11.0,5.0,4.0
examples,3.0,0.0,0.0,1.0
exasperate,0.0,0.0,2.0,0.0
excavating,0.0,1.0,0.0,0.0
exceed,2.0,0.0,2.0,0.0
exceeded,0.0,0.0,2.0,2.0
exceeding,1.0,0.0,1.0,1.0
exceedingly,12.0,9.0,26.0,8.0
exceeds,0.0,1.0,0.0,0.0
excel,0.0,1.0,2.0,0.0
excellence,3.0,0.0,2.0,0.0
excellency,0.0,0.0,1.0,0.0
excellent,22.0,9.0,20.0,15.0
excellently,1.0,0.0,0.0,1.0
except,9.0,7.0,22.0,1.0
excepted,1.0,0.0,0.0,0.0
excepting,10.0,0.0,3.0,0.0
exception,2.0,1.0,1.0,0.0
exceptional,0.0,0.0,1.0,0.0
exceptionally,0.0,0.0,0.0,1.0
exceptions,2.0,0.0,0.0,0.0
excess,0.0,0.0,2.0,0.0
excessive,1.0,0.0,4.0,0.0
excessively,7.0,0.0,11.0,0.0
exchange,1.0,0.0,0.0,2.0
exchanged,1.0,0.0,1.0,2.0
excitable,0.0,0.0,0.0,1.0
excite,9.0,2.0,3.0,2.0
excited,7.0,1.0,10.0,6.0
excitedly,0.0,0.0,0.0,2.0
excitement,0.0,4.0,0.0,8.0
excitements,0.0,1.0,0.0,0.0
exciting,0.0,1.0,2.0,0.0
excla,0.0,1.0,0.0,0.0
exclaim,1.0,0.0,1.0,0.0
exclaimed,8.0,0.0,8.0,1.0
exclaiming,2.0,0.0,4.0,0.0
exclamation,1.0,3.0,2.0,3.0
exclamations,3.0,0.0,3.0,0.0
exclude,0.0,0.0,1.0,0.0
excluded,1.0,0.0,0.0,1.0
exclusion,0.0,0.0,1.0,0.0
excursion,0.0,3.0,0.0,0.0
excursions,1.0,0.0,0.0,0.0
excusable,3.0,0.0,0.0,0.0
excuse,7.0,8.0,16.0,4.0
excused,3.0,0.0,2.0,0.0
excuses,1.0,0.0,2.0,0.0
execration,0.0,0.0,0.0,1.0
executed,0.0,0.0,1.0,0.0
execution,0.0,0.0,4.0,1.0
executor,1.0,1.0,0.0,0.0
executors,0.0,0.0,1.0,0.0
exemplified,0.0,0.0,0.0,1.0
exemplify,1.0,0.0,0.0,0.0
exercise,2.0,1.0,6.0,0.0
exercised,0.0,1.0,0.0,0.0
exercising,0.0,0.0,2.0,0.0
exert,4.0,0.0,2.0,0.0
exerted,2.0,0.0,2.0,1.0
exerting,1.0,0.0,1.0,0.0
exertion,8.0,0.0,9.0,0.0
exertions,4.0,2.0,0.0,2.0
exeter,1.0,0.0,0.0,0.0
exhaust,0.0,1.0,0.0,1.0
exhausted,0.0,0.0,1.0,11.0
exhaustion,0.0,3.0,0.0,2.0
exhaustive,0.0,0.0,0.0,1.0
exhibit,0.0,0.0,1.0,1.0
exhibited,1.0,0.0,0.0,0.0
exhibiting,0.0,0.0,1.0,0.0
exhibition,0.0,0.0,2.0,2.0
exhibitions,0.0,1.0,0.0,0.0
exigence,0.0,0.0,1.0,0.0
exist,3.0,0.0,1.0,6.0
existed,1.0,1.0,3.0,3.0
existence,3.0,3.0,3.0,8.0
existing,1.0,0.0,2.0,1.0
exists,0.0,1.0,0.0,6.0
exit,1.0,1.0,0.0,2.0
exotic,0.0,1.0,0.0,0.0
expand,0.0,0.0,0.0,1.0
expanded,0.0,0.0,0.0,1.0
expanse,0.0,6.0,0.0,0.0
expect,10.0,7.0,35.0,10.0
expectant,0.0,0.0,0.0,1.0
expectantly,0.0,0.0,0.0,2.0
expectation,4.0,2.0,19.0,2.0
expectations,2.0,0.0,7.0,0.0
expected,18.0,5.0,43.0,8.0
expecting,3.0,5.0,5.0,1.0
expects,0.0,0.0,1.0,0.0
expedeetion,0.0,0.0,0.0,1.0
expedient,1.0,2.0,2.0,0.0
expedients,1.0,0.0,0.0,0.0
expedite,0.0,0.0,1.0,0.0
expedited,1.0,0.0,0.0,0.0
expedition,1.0,2.0,0.0,23.0
expeditions,0.0,1.0,0.0,4.0
expeditiously,0.0,0.0,2.0,0.0
expence,0.0,0.0,1.0,0.0
expences,0.0,0.0,1.0,0.0
expended,0.0,0.0,0.0,1.0
expenditure,1.0,0.0,0.0,0.0
expense,2.0,2.0,6.0,1.0
expenses,3.0,2.0,3.0,0.0
expensive,1.0,0.0,0.0,1.0
experi,0.0,1.0,0.0,0.0
experience,5.0,8.0,2.0,16.0
experienced,1.0,0.0,4.0,2.0
experiences,0.0,1.0,0.0,12.0
expert,0.0,6.0,0.0,1.0
experts,0.0,0.0,0.0,1.0
expired,0.0,0.0,0.0,1.0
expla,0.0,1.0,0.0,0.0
explain,5.0,10.0,6.0,2.0
explained,4.0,5.0,9.0,6.0
explaining,0.0,0.0,3.0,2.0
explains,2.0,0.0,0.0,1.0
explana,0.0,1.0,0.0,0.0
explanation,6.0,10.0,8.0,7.0
explanations,1.0,3.0,2.0,2.0
explanatory,1.0,1.0,1.0,0.0
explicit,1.0,0.0,2.0,0.0
explicitly,0.0,0.0,1.0,0.0
exploit,0.0,1.0,0.0,3.0
exploits,0.0,0.0,0.0,3.0
exploration,0.0,0.0,0.0,5.0
explore,0.0,2.0,1.0,1.0
explored,0.0,0.0,0.0,6.0
explorer,0.0,0.0,0.0,2.0
explorers,0.0,0.0,0.0,2.0
exploring,0.0,0.0,0.0,2.0
explosion,0.0,0.0,0.0,3.0
explosive,0.0,0.0,0.0,1.0
expose,1.0,0.0,7.0,1.0
exposed,2.0,3.0,2.0,5.0
exposing,2.0,0.0,5.0,2.0
exposition,0.0,0.0,0.0,1.0
expostulated,0.0,0.0,0.0,1.0
expostulation,0.0,0.0,1.0,0.0
exposure,0.0,1.0,1.0,0.0
expres,0.0,1.0,0.0,0.0
express,5.0,5.0,24.0,7.0
expressed,7.0,2.0,26.0,3.0
expressing,1.0,0.0,8.0,1.0
expression,8.0,10.0,22.0,9.0
expressions,4.0,0.0,12.0,1.0
expressive,1.0,2.0,2.0,3.0
expressively,0.0,0.0,2.0,0.0
expressly,1.0,1.0,1.0,0.0
expulsion,0.0,0.0,0.0,2.0
exquisite,6.0,1.0,1.0,1.0
exquisitely,1.0,0.0,0.0,0.0
extant,1.0,0.0,0.0,0.0
extended,1.0,1.0,3.0,5.0
extending,0.0,0.0,0.0,1.0
extends,0.0,1.0,0.0,2.0
extension,2.0,0.0,0.0,0.0
extensive,2.0,1.0,4.0,0.0
extenso,0.0,0.0,0.0,1.0
extent,2.0,3.0,7.0,2.0
extenuating,0.0,0.0,1.0,0.0
extenuation,2.0,0.0,0.0,0.0
exterminated,0.0,0.0,0.0,1.0
extinct,0.0,2.0,0.0,4.0
extinguish,1.0,0.0,0.0,0.0
extinguished,0.0,0.0,1.0,0.0
extort,0.0,0.0,1.0,0.0
extorted,0.0,0.0,1.0,0.0
extra,0.0,1.0,0.0,1.0
extract,0.0,3.0,0.0,1.0
extracted,0.0,1.0,0.0,0.0
extractions,0.0,0.0,1.0,0.0
extracts,0.0,1.0,2.0,0.0
extraor,0.0,2.0,0.0,0.0
extraordinarily,1.0,1.0,0.0,0.0
extraordinary,13.0,6.0,16.0,17.0
extravagance,1.0,0.0,4.0,0.0
extravagant,2.0,0.0,4.0,0.0
extreme,3.0,2.0,4.0,4.0
extremely,16.0,0.0,15.0,2.0
extremity,0.0,1.0,0.0,0.0
extricated,0.0,1.0,0.0,0.0
exuberance,0.0,0.0,1.0,1.0
exuberant,0.0,0.0,1.0,2.0
exultant,0.0,1.0,0.0,2.0
exultantly,0.0,0.0,0.0,1.0
exultation,2.0,2.0,1.0,2.0
eye,24.0,7.0,15.0,14.0
eyebrows,0.0,3.0,0.0,5.0
eyed,1.0,1.0,0.0,5.0
eyeing,0.0,0.0,1.0,0.0
eyelashes,0.0,0.0,1.0,0.0
eyelids,0.0,1.0,0.0,4.0
eyes,33.0,71.0,52.0,80.0
eyesight,0.0,0.0,0.0,1.0
ezekiel,0.0,0.0,0.0,1.0
f,1.0,0.0,5.0,0.0
face,22.0,77.0,27.0,77.0
faced,1.0,8.0,1.0,8.0
faces,3.0,5.0,3.0,16.0
facial,0.0,2.0,0.0,1.0
facing,0.0,1.0,0.0,1.0
fact,15.0,14.0,14.0,18.0
factor,0.0,3.0,0.0,1.0
factors,0.0,1.0,0.0,0.0
factory,0.0,1.0,0.0,0.0
facts,2.0,23.0,1.0,8.0
faculties,1.0,1.0,1.0,0.0
fad,0.0,0.0,0.0,1.0
faddist,0.0,0.0,0.0,2.0
faded,3.0,3.0,0.0,1.0
fading,0.0,1.0,0.0,2.0
faggot,0.0,0.0,0.0,1.0
faggots,0.0,0.0,0.0,1.0
fail,8.0,2.0,6.0,3.0
failed,6.0,1.0,3.0,5.0
failing,0.0,0.0,2.0,0.0
failings,1.0,0.0,0.0,0.0
failure,1.0,0.0,1.0,1.0
faint,2.0,4.0,1.0,3.0
fainted,0.0,2.0,0.0,1.0
fainter,1.0,0.0,2.0,0.0
faintly,0.0,0.0,1.0,0.0
fair,13.0,2.0,22.0,7.0
fairest,0.0,0.0,1.0,0.0
fairly,4.0,6.0,2.0,10.0
fairy,0.0,1.0,0.0,0.0
fairyland,0.0,0.0,0.0,3.0
fait,1.0,0.0,0.0,0.0
faith,3.0,2.0,0.0,1.0
faithful,1.0,1.0,3.0,6.0
faithfully,0.0,0.0,1.0,2.0
fake,0.0,0.0,0.0,1.0
faked,0.0,0.0,0.0,2.0
fakes,0.0,0.0,0.0,1.0
faking,0.0,0.0,0.0,2.0
fall,9.0,5.0,9.0,12.0
fallacies,0.0,1.0,0.0,0.0
fallacious,0.0,0.0,0.0,1.0
fallacy,0.0,0.0,0.0,1.0
fallen,8.0,9.0,3.0,16.0
falling,1.0,6.0,3.0,9.0
falls,0.0,0.0,2.0,1.0
false,1.0,8.0,12.0,1.0
falsehood,0.0,0.0,7.0,0.0
falsely,0.0,0.0,1.0,0.0
falter,1.0,0.0,0.0,0.0
faltering,1.0,0.0,0.0,1.0
fame,0.0,0.0,1.0,1.0
famed,1.0,0.0,0.0,0.0
famil,0.0,1.0,0.0,0.0
familiar,1.0,0.0,3.0,4.0
familiarity,0.0,0.0,2.0,0.0
